,audience_count,content_rating,runtime,production_company_popularity,actor_popularity,Main_Genre,director_popularity,author_popularity,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
12005,7353,PG-13,107.0,POPULAR,PRETTY DECENT,Drama,NOT THAT POPULAR,NOT THAT POPULAR,14,20,16
12006,211,NR,109.0,PRETTY DECENT,NOT POPULAR,Comedy,NOT THAT POPULAR,NOT POPULAR,8,8,10
12007,713,R,93.0,NOT POPULAR,NOT POPULAR,Comedy,NOT POPULAR,NOT POPULAR,9,10,11
12008,79,NR,86.0,SUPER POPULAR,WHO?,Drama,NOT POPULAR,NOT POPULAR,15,46,4
12009,2943,R,97.0,PRETTY DECENT,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,3,7,0
12010,132215,PG-13,91.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,WORLDCLASS,44,119,42
12011,468858,PG-13,96.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,44,13,150
12013,712,NR,90.0,PRETTY DECENT,NOT POPULAR,Horror,NOT POPULAR,NOT POPULAR,5,7,5
12014,1133,NR,103.0,WORLDCLASS,PRETTY DECENT,Classics,NOT THAT POPULAR,NOT THAT POPULAR,7,17,4
12015,720,NR,102.0,NOT POPULAR,NOT POPULAR,Action & Adventure,NOT POPULAR,NOT POPULAR,11,28,6
12016,7935,R,97.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,POPULAR,POPULAR,1,8,7
12019,551259,PG-13,130.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,48,152,49
12020,23060,R,128.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,19,48,7
12023,5130,R,109.0,WORLDCLASS,PRETTY DECENT,Drama,PRETTY DECENT,NOT THAT POPULAR,6,20,8
12024,407,R,97.0,PRETTY DECENT,SUPER POPULAR,Comedy,NOT POPULAR,NOT POPULAR,2,1,4
12025,213410,PG-13,96.0,WORLDCLASS,POPULAR,Comedy,POPULAR,SUPER POPULAR,13,39,13
12026,574,R,92.0,WORLDCLASS,PRETTY DECENT,Comedy,PRETTY DECENT,POPULAR,1,1,11
12027,9639,R,110.0,POPULAR,POPULAR,Comedy,PRETTY DECENT,NOT THAT POPULAR,28,26,53
12028,958,R,89.0,SUPER POPULAR,POPULAR,Classics,NOT POPULAR,POPULAR,3,7,0
12029,32709375,R,114.0,WORLDCLASS,WORLDCLASS,Comedy,WORLDCLASS,WORLDCLASS,15,43,25
12030,38,PG-13,85.0,PRETTY DECENT,WHO?,Horror,POPULAR,PRETTY DECENT,1,1,7
12031,4398,R,103.0,NOT THAT POPULAR,NOT THAT POPULAR,Drama,PRETTY DECENT,NOT THAT POPULAR,15,27,21
12032,1576,R,117.0,SUPER POPULAR,SUPER POPULAR,Drama,SUPER POPULAR,POPULAR,6,17,13
12033,3852,NR,93.0,SUPER POPULAR,PRETTY DECENT,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,12,14,8
12034,24109,PG-13,106.0,POPULAR,POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,21,63,14
12036,104138,PG,104.0,SUPER POPULAR,POPULAR,Drama,POPULAR,POPULAR,38,51,59
12037,16225,R,119.0,POPULAR,WORLDCLASS,Comedy,PRETTY DECENT,PRETTY DECENT,49,135,13
12038,78531,R,129.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,POPULAR,44,54,101
12039,28241,PG-13,108.0,WORLDCLASS,POPULAR,Comedy,POPULAR,POPULAR,43,86,106
12040,1638,NR,132.0,WORLDCLASS,POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,2,2,7
12041,6839,NR,127.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,5,27,2
12042,82,R,97.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,WHO?,WHO?,9,15,24
12043,569,NR,84.0,PRETTY DECENT,NOT POPULAR,Horror,NOT POPULAR,NOT POPULAR,0,6,2
12045,19957,R,143.0,SUPER POPULAR,SUPER POPULAR,Comedy,POPULAR,POPULAR,25,64,15
12046,91803,PG-13,105.0,WORLDCLASS,WORLDCLASS,Comedy,POPULAR,POPULAR,33,59,59
12047,46477,PG-13,78.0,POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,34,93,35
12048,64248,R,94.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,SUPER POPULAR,14,11,46
12049,177,NR,78.0,NOT POPULAR,NOT POPULAR,Art House & International,NOT POPULAR,NOT POPULAR,7,15,6
12050,4483,G,117.0,SUPER POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,NOT THAT POPULAR,0,5,3
12051,12682,R,93.0,SUPER POPULAR,SUPER POPULAR,Comedy,POPULAR,PRETTY DECENT,33,101,22
12052,1527,PG-13,111.0,POPULAR,POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,0,0,0
12053,13918,R,110.0,SUPER POPULAR,POPULAR,Horror,SUPER POPULAR,POPULAR,8,21,15
12054,200515,PG,97.0,WORLDCLASS,POPULAR,Animation,POPULAR,POPULAR,26,70,18
12055,548,R,93.0,WORLDCLASS,WORLDCLASS,Comedy,NOT POPULAR,POPULAR,4,1,6
12056,436863,PG-13,116.0,WORLDCLASS,WORLDCLASS,Action & Adventure,WORLDCLASS,POPULAR,43,84,143
12057,1299,R,167.0,WORLDCLASS,PRETTY DECENT,Drama,POPULAR,POPULAR,4,21,2
12058,9233,R,132.0,WORLDCLASS,POPULAR,Drama,PRETTY DECENT,NOT THAT POPULAR,9,22,10
12059,1104,PG,130.0,SUPER POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,14,7,31
12060,527619,PG,98.0,WORLDCLASS,POPULAR,Action & Adventure,SUPER POPULAR,SUPER POPULAR,18,75,2
12061,3295,PG,96.0,WORLDCLASS,POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,3,10,6
12062,757887,G,115.0,WORLDCLASS,SUPER POPULAR,Comedy,WORLDCLASS,SUPER POPULAR,31,55,60
12063,479014,G,113.0,POPULAR,SUPER POPULAR,Comedy,WORLDCLASS,POPULAR,29,31,89
12064,222132,PG-13,133.0,WORLDCLASS,POPULAR,Action & Adventure,SUPER POPULAR,SUPER POPULAR,36,102,8
12065,39331,G,90.0,PRETTY DECENT,POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,1,3,2
12066,1085,PG,105.0,WORLDCLASS,POPULAR,Classics,PRETTY DECENT,POPULAR,0,4,3
12067,108457,R,153.0,SUPER POPULAR,WORLDCLASS,Drama,POPULAR,POPULAR,59,204,48
12068,35939,R,109.0,WORLDCLASS,POPULAR,Comedy,POPULAR,SUPER POPULAR,5,27,6
12069,1000,R,124.0,POPULAR,NOT POPULAR,Drama,POPULAR,POPULAR,29,98,6
12070,1295,NR,92.0,POPULAR,PRETTY DECENT,Classics,NOT THAT POPULAR,NOT THAT POPULAR,0,16,0
12071,17869,R,93.0,POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,PRETTY DECENT,25,52,23
12072,4023,PG-13,125.0,WORLDCLASS,NOT THAT POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,10,24,2
12073,691,NR,100.0,NOT POPULAR,PRETTY DECENT,Art House & International,POPULAR,NOT POPULAR,10,17,10
12074,9988,R,82.0,WORLDCLASS,PRETTY DECENT,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,0,1,6
12075,786,NR,98.0,NOT THAT POPULAR,NOT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,6,5,5
12076,18542,PG-13,99.0,WORLDCLASS,POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,30,50,34
12077,55989,PG,81.0,WORLDCLASS,PRETTY DECENT,Comedy,SUPER POPULAR,POPULAR,8,0,29
12078,26029,PG-13,91.0,SUPER POPULAR,PRETTY DECENT,Comedy,SUPER POPULAR,POPULAR,9,2,25
12079,327,R,80.0,NOT POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,0,16,6
12080,281289,PG-13,134.0,WORLDCLASS,POPULAR,Comedy,SUPER POPULAR,SUPER POPULAR,41,78,76
12081,3964,PG-13,117.0,WORLDCLASS,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,3,15,2
12082,5343,R,108.0,PRETTY DECENT,POPULAR,Drama,POPULAR,PRETTY DECENT,40,155,24
12083,12018,R,113.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,POPULAR,PRETTY DECENT,8,9,12
12084,10029,PG-13,100.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,1,10,3
12085,28760,PG-13,106.0,WORLDCLASS,PRETTY DECENT,Mystery & Suspense,PRETTY DECENT,PRETTY DECENT,28,35,62
12088,91,NR,83.0,NOT THAT POPULAR,WHO?,Action & Adventure,WHO?,WHO?,4,4,2
12089,95313,R,88.0,WORLDCLASS,POPULAR,Comedy,POPULAR,POPULAR,28,39,99
12090,20232,PG,103.0,WORLDCLASS,PRETTY DECENT,Comedy,SUPER POPULAR,PRETTY DECENT,33,32,58
12091,269878,PG-13,88.0,SUPER POPULAR,POPULAR,Horror,SUPER POPULAR,POPULAR,14,5,62
12092,198,PG-13,111.0,PRETTY DECENT,NOT POPULAR,Action & Adventure,NOT POPULAR,NOT POPULAR,6,28,1
12093,263224,R,123.0,WORLDCLASS,POPULAR,Action & Adventure,WORLDCLASS,POPULAR,59,223,82
12094,53,R,105.0,SUPER POPULAR,POPULAR,Drama,POPULAR,PRETTY DECENT,5,8,3
12095,88773,PG-13,100.0,WORLDCLASS,POPULAR,Drama,POPULAR,POPULAR,42,90,55
12096,5352,R,86.0,POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,PRETTY DECENT,4,15,1
12097,47164,R,135.0,WORLDCLASS,POPULAR,Action & Adventure,POPULAR,SUPER POPULAR,33,46,71
12098,7036,R,108.0,SUPER POPULAR,POPULAR,Horror,POPULAR,PRETTY DECENT,0,1,5
12099,68947,R,104.0,POPULAR,POPULAR,Action & Adventure,POPULAR,POPULAR,38,110,19
12100,1092,R,98.0,NOT THAT POPULAR,NOT THAT POPULAR,Science Fiction & Fantasy,NOT THAT POPULAR,NOT THAT POPULAR,6,43,6
12101,825,R,90.0,SUPER POPULAR,NOT POPULAR,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,15,28,6
12102,74888,R,84.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,28,48,42
12103,468,NR,103.0,POPULAR,NOT POPULAR,Art House & International,NOT POPULAR,NOT POPULAR,4,5,3
12104,738,R,59.0,POPULAR,NOT POPULAR,Art House & International,NOT POPULAR,NOT POPULAR,9,5,13
12105,3953,PG,96.0,WORLDCLASS,POPULAR,Comedy,POPULAR,PRETTY DECENT,2,2,6
12106,1786,R,88.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,16,19,56
12107,7462,PG-13,111.0,PRETTY DECENT,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,16,10,26
12110,21363,R,99.0,WORLDCLASS,POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,7,7,18
12111,254211,PG-13,126.0,WORLDCLASS,POPULAR,Comedy,POPULAR,POPULAR,30,26,78
12112,240153,R,109.0,WORLDCLASS,POPULAR,Classics,SUPER POPULAR,POPULAR,22,98,4
12113,20069,R,113.0,SUPER POPULAR,POPULAR,Horror,PRETTY DECENT,PRETTY DECENT,6,20,14
12114,10602,R,92.0,WORLDCLASS,POPULAR,Horror,PRETTY DECENT,POPULAR,4,11,8
12115,8609,NR,95.0,POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,7,18,15
12116,259,NR,101.0,POPULAR,NOT POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,1,8,2
12117,347,R,98.0,POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,7,3,10
12118,40,NR,85.0,POPULAR,PRETTY DECENT,Horror,NOT POPULAR,NOT POPULAR,4,4,13
12119,382,NR,140.0,WORLDCLASS,NOT THAT POPULAR,Action & Adventure,POPULAR,NOT THAT POPULAR,0,7,4
12120,1313,R,107.0,SUPER POPULAR,PRETTY DECENT,Drama,NOT THAT POPULAR,PRETTY DECENT,2,4,3
12121,394,R,87.0,NOT POPULAR,NOT POPULAR,Drama,SUPER POPULAR,POPULAR,2,7,5
12122,1253,R,98.0,SUPER POPULAR,POPULAR,Action & Adventure,NOT THAT POPULAR,PRETTY DECENT,4,11,6
12123,706,NR,82.0,POPULAR,PRETTY DECENT,Art House & International,NOT THAT POPULAR,PRETTY DECENT,29,32,32
12124,401,R,82.0,PRETTY DECENT,NOT THAT POPULAR,Comedy,NOT POPULAR,NOT POPULAR,10,8,16
12125,3736,PG,112.0,SUPER POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,4,7,5
12126,1127813,R,153.0,WORLDCLASS,SUPER POPULAR,Drama,WORLDCLASS,WORLDCLASS,32,97,9
12127,83314,PG-13,85.0,SUPER POPULAR,POPULAR,Horror,PRETTY DECENT,POPULAR,22,8,65
12129,11952,R,119.0,SUPER POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,POPULAR,15,40,14
12130,9825,PG,85.0,POPULAR,SUPER POPULAR,Documentary,PRETTY DECENT,NOT THAT POPULAR,7,32,3
12131,11923,R,121.0,WORLDCLASS,POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,22,28,47
12133,19247,R,86.0,WORLDCLASS,PRETTY DECENT,Horror,PRETTY DECENT,PRETTY DECENT,2,15,8
12134,7359,R,88.0,POPULAR,NOT THAT POPULAR,Horror,PRETTY DECENT,NOT THAT POPULAR,0,1,7
12135,185,R,90.0,NOT POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,2,2,5
12136,140120,R,95.0,WORLDCLASS,WORLDCLASS,Comedy,POPULAR,POPULAR,41,154,40
12137,2968,NR,91.0,NOT THAT POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,7,13,2
12138,338,NR,95.0,NOT THAT POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT POPULAR,6,10,3
12139,7270,R,123.0,WORLDCLASS,WORLDCLASS,Comedy,PRETTY DECENT,SUPER POPULAR,1,10,8
12140,4361,R,100.0,PRETTY DECENT,SUPER POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,17,22,20
12141,132315,R,107.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,POPULAR,28,32,78
12142,2980,R,88.0,NOT THAT POPULAR,NOT THAT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,2,11,1
12144,10620,R,90.0,PRETTY DECENT,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,0,4,4
12145,6170,R,90.0,PRETTY DECENT,NOT THAT POPULAR,Horror,NOT THAT POPULAR,NOT THAT POPULAR,0,3,4
12146,199,NR,90.0,PRETTY DECENT,NOT POPULAR,Horror,NOT POPULAR,PRETTY DECENT,8,32,14
12147,7526,R,108.0,POPULAR,POPULAR,Horror,NOT THAT POPULAR,POPULAR,7,6,17
12148,19713,PG,112.0,WORLDCLASS,PRETTY DECENT,Drama,POPULAR,PRETTY DECENT,9,9,13
12149,6529,PG,96.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,NOT THAT POPULAR,PRETTY DECENT,3,1,10
12152,3186,PG-13,115.0,POPULAR,PRETTY DECENT,Classics,NOT THAT POPULAR,NOT THAT POPULAR,10,35,2
12153,47166,R,111.0,WORLDCLASS,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,10,39,17
12154,20345,PG,82.0,SUPER POPULAR,POPULAR,Comedy,SUPER POPULAR,SUPER POPULAR,2,35,3
12155,563450,PG-13,116.0,WORLDCLASS,WORLDCLASS,Drama,SUPER POPULAR,POPULAR,49,118,58
12156,7817,NR,106.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,PRETTY DECENT,4,15,3
12157,3712,R,89.0,POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,NOT THAT POPULAR,22,23,25
12158,5992,NR,96.0,PRETTY DECENT,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,2,10,0
12159,4639,R,107.0,PRETTY DECENT,NOT THAT POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,3,14,1
12160,33890,R,124.0,SUPER POPULAR,SUPER POPULAR,Comedy,WORLDCLASS,PRETTY DECENT,18,32,35
12161,249,NR,88.0,POPULAR,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,3,6,1
12163,374,NR,84.0,PRETTY DECENT,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,7,13,3
12164,1430,R,88.0,NOT THAT POPULAR,NOT THAT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,3,9,4
12165,456,NR,87.0,PRETTY DECENT,NOT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,14,25,9
12166,650,NR,141.0,POPULAR,NOT POPULAR,Art House & International,NOT THAT POPULAR,NOT POPULAR,2,2,3
12167,442,NR,90.0,SUPER POPULAR,NOT POPULAR,Horror,NOT THAT POPULAR,NOT THAT POPULAR,5,28,6
12168,2104,PG,94.0,WORLDCLASS,PRETTY DECENT,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,4,0,11
12169,2749,R,93.0,PRETTY DECENT,PRETTY DECENT,Drama,PRETTY DECENT,POPULAR,4,18,8
12170,2993,R,132.0,SUPER POPULAR,PRETTY DECENT,Drama,POPULAR,PRETTY DECENT,5,20,3
12171,2650,R,120.0,POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,9,26,6
12173,3381,R,115.0,NOT THAT POPULAR,NOT THAT POPULAR,Drama,PRETTY DECENT,NOT THAT POPULAR,0,12,0
12174,1609,NR,110.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,12,32,0
12175,113,NR,84.0,SUPER POPULAR,POPULAR,Comedy,POPULAR,NOT POPULAR,0,4,2
12176,431900,PG-13,105.0,POPULAR,SUPER POPULAR,Action & Adventure,SUPER POPULAR,SUPER POPULAR,58,190,104
12177,2570,R,86.0,WORLDCLASS,NOT THAT POPULAR,Horror,PRETTY DECENT,POPULAR,1,6,2
12178,112,R,101.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,POPULAR,PRETTY DECENT,5,7,9
12179,11335,PG-13,99.0,SUPER POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,POPULAR,50,117,29
12180,175607,PG-13,101.0,WORLDCLASS,POPULAR,Drama,POPULAR,POPULAR,51,191,7
12181,705,PG-13,115.0,NOT POPULAR,NOT THAT POPULAR,Comedy,POPULAR,PRETTY DECENT,35,70,21
12182,12703,R,132.0,WORLDCLASS,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,39,178,39
12183,3164,NR,97.0,SUPER POPULAR,PRETTY DECENT,Classics,PRETTY DECENT,NOT THAT POPULAR,3,19,2
12185,960,NR,96.0,POPULAR,NOT POPULAR,Classics,NOT POPULAR,NOT POPULAR,0,7,0
12186,7993,R,143.0,WORLDCLASS,PRETTY DECENT,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,7,26,6
12187,652,NR,81.0,POPULAR,NOT POPULAR,Classics,NOT THAT POPULAR,NOT THAT POPULAR,0,1,5
12188,2827,NR,89.0,SUPER POPULAR,PRETTY DECENT,Drama,NOT THAT POPULAR,NOT THAT POPULAR,20,76,6
12190,541,NR,80.0,WORLDCLASS,NOT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,0,2,10
12191,259812,R,101.0,WORLDCLASS,POPULAR,Horror,POPULAR,POPULAR,35,22,108
12192,1356,PG-13,128.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,23,14,65
12193,670,R,120.0,NOT POPULAR,NOT THAT POPULAR,Comedy,PRETTY DECENT,NOT THAT POPULAR,8,5,9
12195,13156,R,107.0,POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,17,14,17
12196,26911,G,85.0,WORLDCLASS,PRETTY DECENT,Animation,POPULAR,POPULAR,9,13,16
12197,8658,R,97.0,SUPER POPULAR,NOT THAT POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,5,19,3
12198,8963,R,88.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,NOT THAT POPULAR,PRETTY DECENT,11,27,6
12199,5011,PG,106.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,3,2,13
12200,5814,R,90.0,POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,4,12,5
12201,30417,G,129.0,PRETTY DECENT,POPULAR,Classics,POPULAR,PRETTY DECENT,8,41,4
12202,20715,PG-13,119.0,SUPER POPULAR,POPULAR,Action & Adventure,SUPER POPULAR,PRETTY DECENT,3,10,7
12203,4342,NR,100.0,POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,11,17,4
12204,45560,R,123.0,WORLDCLASS,POPULAR,Drama,POPULAR,PRETTY DECENT,40,95,31
12205,18333,R,90.0,SUPER POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,36,83,13
12206,166,NR,124.0,POPULAR,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,11,27,6
12207,579,R,117.0,SUPER POPULAR,POPULAR,Drama,POPULAR,NOT THAT POPULAR,2,2,8
12208,55,R,90.0,WHO?,WHO?,Comedy,WHO?,WHO?,5,4,5
12209,31595,PG-13,130.0,POPULAR,POPULAR,Drama,POPULAR,SUPER POPULAR,15,54,2
12210,354,R,83.0,NOT POPULAR,NOT POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,6,17,9
12211,658,NR,100.0,POPULAR,NOT POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,9,20,8
12212,339,R,139.0,NOT THAT POPULAR,NOT THAT POPULAR,Mystery & Suspense,NOT POPULAR,NOT POPULAR,2,3,2
12213,31823,PG-13,91.0,SUPER POPULAR,SUPER POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,57,173,27
12214,23768,PG,94.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,POPULAR,PRETTY DECENT,30,124,18
12215,7241,R,91.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,POPULAR,POPULAR,3,19,7
12216,60,NR,108.0,NOT POPULAR,WHO?,Horror,NOT POPULAR,WHO?,5,17,14
12217,108,NR,100.0,NOT POPULAR,NOT POPULAR,Action & Adventure,NOT POPULAR,NOT POPULAR,2,5,2
12218,352,NR,90.0,NOT POPULAR,PRETTY DECENT,Art House & International,NOT POPULAR,NOT POPULAR,1,9,2
12219,104,NR,153.0,NOT POPULAR,NOT POPULAR,Drama,PRETTY DECENT,NOT POPULAR,7,13,6
12220,789,R,75.0,POPULAR,NOT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,5,7,6
12221,14981,PG-13,134.0,SUPER POPULAR,PRETTY DECENT,Drama,POPULAR,PRETTY DECENT,40,97,59
12222,4798,PG,99.0,WORLDCLASS,SUPER POPULAR,Comedy,PRETTY DECENT,NOT THAT POPULAR,3,2,7
12224,348199,PG,99.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,39,66,89
12225,3219,PG,88.0,POPULAR,PRETTY DECENT,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,3,9,5
12226,37858,R,111.0,SUPER POPULAR,SUPER POPULAR,Drama,SUPER POPULAR,POPULAR,55,170,32
12227,492,R,101.0,SUPER POPULAR,NOT THAT POPULAR,Classics,NOT THAT POPULAR,PRETTY DECENT,0,6,1
12229,60178,PG,101.0,WORLDCLASS,PRETTY DECENT,Comedy,POPULAR,PRETTY DECENT,29,35,65
12230,3022,PG,108.0,SUPER POPULAR,SUPER POPULAR,Comedy,POPULAR,WORLDCLASS,4,6,4
12231,831,R,88.0,POPULAR,POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,2,3,4
12232,7182,PG,91.0,POPULAR,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,2,4,6
12233,171037,PG,109.0,SUPER POPULAR,POPULAR,Drama,POPULAR,POPULAR,35,43,79
12234,11362,PG,88.0,WORLDCLASS,POPULAR,Comedy,SUPER POPULAR,SUPER POPULAR,6,26,3
12235,15619,PG-13,113.0,WORLDCLASS,WORLDCLASS,Drama,SUPER POPULAR,PRETTY DECENT,13,13,26
12236,402,R,111.0,POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,5,4,8
12238,41,NR,103.0,PRETTY DECENT,WHO?,Drama,WHO?,WHO?,3,0,12
12239,2877,PG,108.0,POPULAR,NOT THAT POPULAR,Comedy,POPULAR,POPULAR,3,4,13
12240,539,NR,87.0,NOT THAT POPULAR,NOT POPULAR,Art House & International,NOT POPULAR,NOT POPULAR,1,13,1
12241,12,NR,103.0,PRETTY DECENT,WHO?,Drama,WHO?,WHO?,0,2,3
12242,49974,R,101.0,SUPER POPULAR,PRETTY DECENT,Horror,PRETTY DECENT,POPULAR,6,7,29
12243,3255,R,108.0,POPULAR,POPULAR,Action & Adventure,POPULAR,NOT THAT POPULAR,15,22,12
12244,1049,PG,95.0,SUPER POPULAR,POPULAR,Drama,NOT THAT POPULAR,POPULAR,1,5,1
12245,131407,R,128.0,WORLDCLASS,WORLDCLASS,Drama,SUPER POPULAR,POPULAR,19,69,5
12246,2967,PG,155.0,WORLDCLASS,PRETTY DECENT,Drama,POPULAR,PRETTY DECENT,1,12,1
12247,826663,PG,115.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,WORLDCLASS,SUPER POPULAR,19,76,4
12248,967,NR,95.0,POPULAR,NOT POPULAR,Documentary,NOT POPULAR,NOT THAT POPULAR,17,49,5
12249,447,NR,124.0,NOT POPULAR,SUPER POPULAR,Action & Adventure,NOT THAT POPULAR,NOT POPULAR,10,13,21
12250,823,NR,71.0,NOT THAT POPULAR,NOT POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,0,4,1
12251,314120,R,133.0,WORLDCLASS,SUPER POPULAR,Drama,SUPER POPULAR,SUPER POPULAR,17,71,9
12252,780,R,102.0,SUPER POPULAR,NOT THAT POPULAR,Drama,SUPER POPULAR,POPULAR,4,10,2
12254,6009,G,84.0,WORLDCLASS,NOT THAT POPULAR,Animation,NOT THAT POPULAR,NOT THAT POPULAR,3,0,7
12255,67,NR,91.0,NOT THAT POPULAR,PRETTY DECENT,Comedy,WHO?,WHO?,6,10,5
12256,3491,PG,115.0,POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,5,16,0
12258,383405,PG,106.0,WORLDCLASS,WORLDCLASS,Drama,POPULAR,POPULAR,30,13,72
12259,89197,PG-13,93.0,WORLDCLASS,SUPER POPULAR,Comedy,SUPER POPULAR,SUPER POPULAR,9,52,5
12260,9679,R,95.0,SUPER POPULAR,PRETTY DECENT,Drama,SUPER POPULAR,POPULAR,6,21,15
12261,137315,PG-13,119.0,WORLDCLASS,SUPER POPULAR,Comedy,WORLDCLASS,POPULAR,37,33,100
