,audience_count,content_rating,runtime,production_company_popularity,actor_popularity,Main_Genre,director_popularity,author_popularity,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
12262,5984,R,88.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,POPULAR,NOT THAT POPULAR,35,106,4
12263,600,NR,115.0,POPULAR,NOT POPULAR,Art House & International,NOT POPULAR,NOT POPULAR,5,10,4
12265,2066,NR,163.0,NOT THAT POPULAR,PRETTY DECENT,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,3,1,7
12266,8666,PG,112.0,POPULAR,SUPER POPULAR,Animation,NOT THAT POPULAR,NOT THAT POPULAR,41,239,33
12268,2643,R,115.0,POPULAR,PRETTY DECENT,Comedy,POPULAR,POPULAR,7,19,0
12269,99821,R,95.0,SUPER POPULAR,WORLDCLASS,Action & Adventure,POPULAR,POPULAR,6,15,28
12270,77409,R,101.0,POPULAR,WORLDCLASS,Action & Adventure,PRETTY DECENT,WORLDCLASS,5,14,22
12271,8119,R,89.0,SUPER POPULAR,WORLDCLASS,Action & Adventure,PRETTY DECENT,PRETTY DECENT,25,45,125
12273,915,R,59.0,NOT POPULAR,NOT THAT POPULAR,Horror,NOT THAT POPULAR,NOT THAT POPULAR,2,8,1
12274,65258,G,103.0,WORLDCLASS,PRETTY DECENT,Comedy,POPULAR,POPULAR,35,64,27
12275,9713,PG-13,107.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,48,140,135
12276,12320,R,103.0,POPULAR,SUPER POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,42,110,39
12277,38334,R,160.0,POPULAR,PRETTY DECENT,Action & Adventure,POPULAR,POPULAR,26,84,3
12278,1515,R,93.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,5,9,4
12279,2805,NR,124.0,SUPER POPULAR,PRETTY DECENT,Classics,PRETTY DECENT,NOT THAT POPULAR,0,9,1
12280,9823,R,133.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,PRETTY DECENT,28,13,74
12282,14,NR,111.0,NOT THAT POPULAR,WHO?,Mystery & Suspense,WHO?,WHO?,0,1,4
12283,120191,PG,105.0,WORLDCLASS,WORLDCLASS,Action & Adventure,WORLDCLASS,SUPER POPULAR,45,195,27
12284,973,NR,125.0,PRETTY DECENT,NOT POPULAR,Art House & International,NOT POPULAR,NOT POPULAR,13,34,1
12285,2824,R,102.0,WORLDCLASS,PRETTY DECENT,Drama,NOT THAT POPULAR,POPULAR,5,20,10
12286,2131,R,84.0,POPULAR,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,POPULAR,6,5,16
12287,1354,R,104.0,WORLDCLASS,POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,4,7,6
12288,12963,R,77.0,POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,26,94,11
12289,48150,NR,88.0,POPULAR,POPULAR,Art House & International,POPULAR,POPULAR,12,54,1
12290,159,NR,123.0,SUPER POPULAR,NOT THAT POPULAR,Classics,NOT THAT POPULAR,NOT POPULAR,0,3,2
12291,403628,PG-13,112.0,WORLDCLASS,POPULAR,Comedy,SUPER POPULAR,POPULAR,30,56,72
12292,1072394,G,111.0,SUPER POPULAR,SUPER POPULAR,Animation,SUPER POPULAR,WORLDCLASS,54,239,11
12293,9603,PG,94.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,21,17,63
12295,113,NR,85.0,POPULAR,NOT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,3,5,13
12296,21482,R,100.0,WORLDCLASS,POPULAR,Action & Adventure,PRETTY DECENT,WORLDCLASS,16,29,32
12297,452,NR,103.0,POPULAR,NOT POPULAR,Horror,NOT POPULAR,NOT POPULAR,3,27,4
12298,7675,R,98.0,NOT THAT POPULAR,NOT THAT POPULAR,Horror,NOT THAT POPULAR,NOT THAT POPULAR,35,174,15
12300,3206,R,89.0,PRETTY DECENT,NOT THAT POPULAR,Horror,NOT THAT POPULAR,PRETTY DECENT,0,2,6
12301,214558,PG-13,153.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,POPULAR,43,164,42
12302,250,NR,90.0,NOT POPULAR,NOT POPULAR,Art House & International,NOT POPULAR,NOT POPULAR,4,11,1
12304,961,R,87.0,SUPER POPULAR,NOT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT POPULAR,15,15,18
12305,2839,R,95.0,WORLDCLASS,NOT THAT POPULAR,Art House & International,POPULAR,NOT THAT POPULAR,4,7,5
12307,559,PG-13,95.0,PRETTY DECENT,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,12,1,22
12308,206910,R,123.0,POPULAR,POPULAR,Drama,POPULAR,POPULAR,51,127,75
12309,1465,NR,145.0,PRETTY DECENT,NOT THAT POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,3,3,7
12310,5340,R,95.0,SUPER POPULAR,NOT THAT POPULAR,Horror,PRETTY DECENT,NOT THAT POPULAR,32,263,36
12311,25236,PG-13,140.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,WORLDCLASS,POPULAR,56,310,123
12313,33565,PG-13,107.0,WORLDCLASS,POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,18,16,54
12315,34784,PG,106.0,WORLDCLASS,POPULAR,Comedy,POPULAR,POPULAR,6,22,8
12316,1267,PG,99.0,WORLDCLASS,WORLDCLASS,Comedy,PRETTY DECENT,NOT THAT POPULAR,4,17,4
12317,211934,PG-13,127.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,51,140,93
12318,10716,PG-13,93.0,PRETTY DECENT,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,26,73,14
12319,1302,R,115.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,PRETTY DECENT,NOT THAT POPULAR,28,63,16
12320,449,NR,95.0,SUPER POPULAR,NOT THAT POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,9,16,9
12321,53149,PG-13,98.0,SUPER POPULAR,POPULAR,Comedy,SUPER POPULAR,PRETTY DECENT,18,38,20
12323,447,NR,108.0,NOT POPULAR,NOT POPULAR,Science Fiction & Fantasy,NOT THAT POPULAR,PRETTY DECENT,7,24,7
12324,37234,R,86.0,PRETTY DECENT,PRETTY DECENT,Comedy,POPULAR,PRETTY DECENT,8,57,4
12325,1634,NR,124.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,1,8,2
12326,78998,R,99.0,WORLDCLASS,POPULAR,Horror,POPULAR,PRETTY DECENT,31,11,123
12327,2274,R,92.0,SUPER POPULAR,PRETTY DECENT,Drama,NOT THAT POPULAR,POPULAR,4,2,7
12328,842,PG-13,106.0,SUPER POPULAR,POPULAR,Drama,NOT POPULAR,POPULAR,28,26,62
12329,58564,PG-13,111.0,WORLDCLASS,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,11,47,3
12330,729,R,106.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,13,33,0
12331,52384,PG,83.0,WORLDCLASS,SUPER POPULAR,Comedy,SUPER POPULAR,PRETTY DECENT,32,13,79
12333,15340,R,85.0,SUPER POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,PRETTY DECENT,18,49,23
12334,7535,R,79.0,POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,10,19,28
12335,1672,R,92.0,NOT THAT POPULAR,PRETTY DECENT,Art House & International,PRETTY DECENT,PRETTY DECENT,4,15,7
12336,354,R,91.0,PRETTY DECENT,POPULAR,Mystery & Suspense,NOT POPULAR,NOT POPULAR,5,4,10
12337,9246,G,82.0,WORLDCLASS,NOT THAT POPULAR,Animation,NOT THAT POPULAR,NOT THAT POPULAR,23,42,28
12338,902,R,96.0,SUPER POPULAR,NOT POPULAR,Mystery & Suspense,NOT THAT POPULAR,NOT THAT POPULAR,5,0,10
12340,110254,PG-13,115.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,POPULAR,SUPER POPULAR,39,71,96
12341,136154,PG-13,110.0,SUPER POPULAR,WORLDCLASS,Action & Adventure,SUPER POPULAR,POPULAR,44,151,59
12342,47444,PG-13,125.0,WORLDCLASS,POPULAR,Drama,PRETTY DECENT,POPULAR,35,54,80
12343,93296,PG-13,116.0,SUPER POPULAR,WORLDCLASS,Action & Adventure,SUPER POPULAR,PRETTY DECENT,40,66,85
12344,1102,NR,92.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,4,14,1
12345,6791,PG,85.0,SUPER POPULAR,NOT THAT POPULAR,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,32,93,8
12346,2352,NR,69.0,SUPER POPULAR,NOT THAT POPULAR,Action & Adventure,POPULAR,POPULAR,1,10,2
12349,8139,R,122.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,6,7,16
12350,66686,PG-13,93.0,POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,38,21,122
12351,3597,PG,92.0,PRETTY DECENT,POPULAR,Comedy,NOT THAT POPULAR,PRETTY DECENT,7,30,6
12352,254,NR,88.0,NOT POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,PRETTY DECENT,3,13,0
12353,275543,R,119.0,WORLDCLASS,SUPER POPULAR,Drama,SUPER POPULAR,SUPER POPULAR,42,130,60
12354,4192,R,95.0,POPULAR,POPULAR,Action & Adventure,POPULAR,NOT THAT POPULAR,18,54,14
12356,2060,R,121.0,PRETTY DECENT,NOT THAT POPULAR,Drama,POPULAR,POPULAR,27,38,28
12357,880,PG,100.0,PRETTY DECENT,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,0,5,1
12358,231,R,110.0,SUPER POPULAR,POPULAR,Drama,PRETTY DECENT,NOT POPULAR,26,44,105
12359,201,NR,80.0,NOT POPULAR,NOT POPULAR,Drama,NOT POPULAR,NOT POPULAR,4,8,1
12360,16,NR,76.0,NOT THAT POPULAR,WHO?,Horror,WHO?,WHO?,0,4,2
12361,1416,PG,105.0,PRETTY DECENT,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,35,72,15
12362,11345,R,118.0,POPULAR,POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,32,28,65
12363,4775,NR,75.0,NOT THAT POPULAR,WORLDCLASS,Documentary,NOT THAT POPULAR,PRETTY DECENT,8,19,3
12365,48354,PG-13,106.0,SUPER POPULAR,POPULAR,Mystery & Suspense,PRETTY DECENT,POPULAR,31,14,88
12366,1777,NR,93.0,SUPER POPULAR,SUPER POPULAR,Art House & International,POPULAR,POPULAR,1,11,1
12367,1562,NR,103.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,1,10,1
12368,8538,NR,133.0,SUPER POPULAR,POPULAR,Action & Adventure,POPULAR,PRETTY DECENT,6,29,0
12369,8262,NR,113.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,28,77,11
12370,8215,R,98.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,NOT THAT POPULAR,9,35,2
12371,7555,R,102.0,PRETTY DECENT,PRETTY DECENT,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,3,2,10
12372,4272,R,139.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,53,133,163
12373,15452,R,89.0,PRETTY DECENT,PRETTY DECENT,Horror,SUPER POPULAR,SUPER POPULAR,15,55,36
12375,582,R,93.0,NOT POPULAR,NOT POPULAR,Action & Adventure,NOT POPULAR,NOT POPULAR,8,4,13
12376,1253,NR,103.0,POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,9,21,5
12377,35237,R,91.0,SUPER POPULAR,PRETTY DECENT,Documentary,SUPER POPULAR,POPULAR,40,49,60
12378,22001,R,99.0,SUPER POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,43,98,47
12379,555,PG-13,91.0,POPULAR,PRETTY DECENT,Drama,PRETTY DECENT,NOT POPULAR,2,4,3
12380,104024,PG-13,95.0,POPULAR,POPULAR,Action & Adventure,POPULAR,POPULAR,13,0,27
12381,50,NR,102.0,POPULAR,NOT THAT POPULAR,Action & Adventure,WHO?,WHO?,2,6,3
12382,8985,PG,195.0,SUPER POPULAR,POPULAR,Classics,POPULAR,NOT THAT POPULAR,5,39,5
12383,283,PG-13,90.0,PRETTY DECENT,NOT THAT POPULAR,Drama,NOT POPULAR,NOT POPULAR,3,8,2
12384,5708,PG,93.0,NOT THAT POPULAR,POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,8,11,10
12385,11168,PG,67.0,PRETTY DECENT,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,3,11,17
12386,1478,NR,86.0,POPULAR,NOT THAT POPULAR,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,6,15,2
12388,26999,R,93.0,POPULAR,PRETTY DECENT,Comedy,POPULAR,POPULAR,14,39,15
12390,1361,NR,109.0,WORLDCLASS,SUPER POPULAR,Classics,POPULAR,PRETTY DECENT,5,12,10
12391,3934,R,95.0,PRETTY DECENT,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,0,2,6
12392,210,NR,84.0,POPULAR,NOT THAT POPULAR,Drama,NOT POPULAR,NOT THAT POPULAR,4,3,6
12393,21204,PG-13,107.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,SUPER POPULAR,4,12,17
12394,126,PG-13,81.0,NOT POPULAR,WORLDCLASS,Documentary,NOT POPULAR,NOT POPULAR,0,4,2
12395,7860,R,106.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,10,6,35
12396,132281,PG-13,101.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,42,74,102
12397,150414,R,124.0,WORLDCLASS,WORLDCLASS,Drama,POPULAR,POPULAR,43,99,55
12399,43115,R,104.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,WORLDCLASS,27,22,66
12400,1120,PG,107.0,NOT THAT POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,1,4,1
12401,209,PG,115.0,SUPER POPULAR,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,15,29,9
12403,1485,R,93.0,WORLDCLASS,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,0,2,4
12404,26758,R,110.0,SUPER POPULAR,PRETTY DECENT,Horror,POPULAR,PRETTY DECENT,6,12,21
12405,529,R,89.0,SUPER POPULAR,PRETTY DECENT,Drama,NOT POPULAR,NOT POPULAR,28,176,17
12406,39278,R,101.0,SUPER POPULAR,PRETTY DECENT,Comedy,SUPER POPULAR,PRETTY DECENT,48,107,49
12407,24343,PG,135.0,WORLDCLASS,SUPER POPULAR,Drama,POPULAR,PRETTY DECENT,10,40,2
12409,1513,R,134.0,NOT THAT POPULAR,POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,10,23,4
12410,4932,R,95.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,PRETTY DECENT,NOT THAT POPULAR,24,67,29
12411,1469,R,101.0,PRETTY DECENT,PRETTY DECENT,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,4,0,6
12412,578225,PG,113.0,WORLDCLASS,SUPER POPULAR,Drama,SUPER POPULAR,POPULAR,35,98,37
12413,882,PG-13,111.0,PRETTY DECENT,POPULAR,Drama,POPULAR,NOT POPULAR,7,5,15
12414,7575,PG-13,121.0,NOT THAT POPULAR,PRETTY DECENT,Action & Adventure,POPULAR,POPULAR,2,7,11
12415,26018,R,105.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,22,38,39
12416,30518,PG-13,129.0,WORLDCLASS,POPULAR,Comedy,SUPER POPULAR,PRETTY DECENT,9,3,22
12417,305473,R,122.0,WORLDCLASS,WORLDCLASS,Drama,SUPER POPULAR,POPULAR,47,72,82
12418,5282,R,120.0,NOT THAT POPULAR,PRETTY DECENT,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,2,2,7
12419,196538,R,84.0,WORLDCLASS,POPULAR,Comedy,POPULAR,SUPER POPULAR,32,33,65
12420,5323,R,111.0,POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,PRETTY DECENT,27,50,19
12421,47,NR,108.0,PRETTY DECENT,WHO?,Mystery & Suspense,WHO?,WHO?,4,32,16
12422,3363,R,96.0,POPULAR,POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,2,2,11
12423,4837,R,93.0,SUPER POPULAR,POPULAR,Horror,NOT THAT POPULAR,NOT THAT POPULAR,1,1,4
12424,34278,R,86.0,WORLDCLASS,POPULAR,Action & Adventure,SUPER POPULAR,PRETTY DECENT,7,13,23
12426,10000,R,97.0,SUPER POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,0,3,8
12427,1358,PG-13,107.0,PRETTY DECENT,WORLDCLASS,Mystery & Suspense,PRETTY DECENT,PRETTY DECENT,8,6,50
12428,31781,R,93.0,WORLDCLASS,SUPER POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,5,45,1
12429,27799,R,98.0,SUPER POPULAR,PRETTY DECENT,Horror,WORLDCLASS,PRETTY DECENT,18,24,36
12430,7288,PG-13,84.0,POPULAR,POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,0,0,7
12431,183,R,89.0,SUPER POPULAR,WORLDCLASS,Action & Adventure,NOT THAT POPULAR,NOT POPULAR,5,1,12
12432,1101,NR,90.0,NOT THAT POPULAR,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,PRETTY DECENT,0,5,2
12433,1290,NR,90.0,POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,0,2,6
12434,853,NR,96.0,NOT POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,2,4,5
12435,19088,NR,105.0,PRETTY DECENT,PRETTY DECENT,Classics,POPULAR,POPULAR,13,61,3
12436,328407,R,101.0,SUPER POPULAR,POPULAR,Drama,SUPER POPULAR,POPULAR,37,109,29
12437,3230,NR,73.0,NOT THAT POPULAR,NOT THAT POPULAR,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,9,23,2
12438,125755,PG-13,125.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,50,146,17
12439,81971,G,74.0,PRETTY DECENT,PRETTY DECENT,Animation,PRETTY DECENT,POPULAR,6,19,8
12440,14572,R,102.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,PRETTY DECENT,36,42,70
12441,446400,R,105.0,WORLDCLASS,POPULAR,Action & Adventure,WORLDCLASS,WORLDCLASS,24,65,6
12443,74,NR,106.0,PRETTY DECENT,WHO?,Action & Adventure,WHO?,WHO?,4,4,4
12444,446622,R,100.0,POPULAR,SUPER POPULAR,Action & Adventure,SUPER POPULAR,SUPER POPULAR,26,46,83
12445,128318,R,97.0,SUPER POPULAR,SUPER POPULAR,Action & Adventure,SUPER POPULAR,SUPER POPULAR,16,23,82
12446,407990,R,93.0,WORLDCLASS,SUPER POPULAR,Horror,POPULAR,SUPER POPULAR,28,26,106
12447,2379,R,100.0,WORLDCLASS,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,0,5,0
12448,19688,R,97.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,0,4,2
12449,390587,R,94.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,POPULAR,SUPER POPULAR,19,24,75
12450,241937,R,95.0,SUPER POPULAR,POPULAR,Action & Adventure,SUPER POPULAR,SUPER POPULAR,12,21,52
12451,59513,R,102.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,SUPER POPULAR,17,37,63
12452,759,R,97.0,NOT THAT POPULAR,NOT THAT POPULAR,Animation,NOT POPULAR,NOT POPULAR,0,3,4
12453,379,NR,92.0,NOT THAT POPULAR,PRETTY DECENT,Art House & International,NOT POPULAR,NOT POPULAR,4,11,6
12454,99,R,120.0,SUPER POPULAR,POPULAR,Comedy,NOT THAT POPULAR,NOT THAT POPULAR,17,49,38
12455,2017,NR,93.0,PRETTY DECENT,NOT THAT POPULAR,Drama,NOT THAT POPULAR,PRETTY DECENT,5,11,2
12456,1538,NR,91.0,POPULAR,NOT THAT POPULAR,Drama,NOT THAT POPULAR,NOT THAT POPULAR,16,48,4
12457,6302,PG-13,93.0,WORLDCLASS,NOT THAT POPULAR,Drama,POPULAR,NOT THAT POPULAR,39,42,70
12458,119,R,80.0,NOT THAT POPULAR,NOT POPULAR,Drama,NOT THAT POPULAR,NOT POPULAR,5,5,6
12460,3583,R,104.0,SUPER POPULAR,NOT THAT POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,30,80,15
12461,667,PG-13,86.0,NOT THAT POPULAR,NOT POPULAR,Documentary,NOT POPULAR,NOT POPULAR,12,13,7
12462,29910,PG-13,112.0,PRETTY DECENT,SUPER POPULAR,Drama,POPULAR,PRETTY DECENT,34,72,48
12463,27,R,91.0,PRETTY DECENT,POPULAR,Drama,WHO?,WHO?,5,16,4
12464,3074,R,90.0,POPULAR,POPULAR,Mystery & Suspense,NOT THAT POPULAR,NOT THAT POPULAR,3,8,5
12465,192215,PG-13,85.0,SUPER POPULAR,SUPER POPULAR,Drama,POPULAR,POPULAR,19,9,47
12466,1205,R,91.0,PRETTY DECENT,NOT THAT POPULAR,Art House & International,NOT THAT POPULAR,NOT THAT POPULAR,0,2,6
12467,1154,R,106.0,SUPER POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,POPULAR,1,13,3
12468,1131,NR,101.0,PRETTY DECENT,POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,16,34,7
12470,1734,PG,129.0,SUPER POPULAR,PRETTY DECENT,Action & Adventure,SUPER POPULAR,NOT THAT POPULAR,1,6,4
12471,460,NR,92.0,POPULAR,POPULAR,Action & Adventure,POPULAR,NOT THAT POPULAR,0,5,1
12472,3716,PG-13,88.0,WORLDCLASS,NOT THAT POPULAR,Action & Adventure,PRETTY DECENT,NOT THAT POPULAR,0,4,5
12473,48478,R,91.0,PRETTY DECENT,POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,2,12,1
12474,879,NR,80.0,SUPER POPULAR,POPULAR,Classics,NOT THAT POPULAR,NOT POPULAR,0,5,9
12475,8227,PG,98.0,PRETTY DECENT,NOT THAT POPULAR,Comedy,PRETTY DECENT,NOT THAT POPULAR,0,0,6
12476,55332,R,91.0,POPULAR,PRETTY DECENT,Comedy,PRETTY DECENT,POPULAR,4,40,4
12477,22526,R,89.0,PRETTY DECENT,PRETTY DECENT,Horror,PRETTY DECENT,PRETTY DECENT,3,0,20
12478,15489,R,96.0,POPULAR,PRETTY DECENT,Horror,PRETTY DECENT,PRETTY DECENT,0,7,5
12479,41485,G,115.0,WORLDCLASS,POPULAR,Classics,POPULAR,PRETTY DECENT,0,16,3
12480,4234,NR,96.0,SUPER POPULAR,POPULAR,Action & Adventure,PRETTY DECENT,POPULAR,0,1,7
12482,6138,R,81.0,WORLDCLASS,NOT THAT POPULAR,Horror,NOT THAT POPULAR,NOT THAT POPULAR,0,3,4
12483,46908,PG,113.0,PRETTY DECENT,POPULAR,Comedy,PRETTY DECENT,PRETTY DECENT,28,61,38
12484,19453,G,72.0,WORLDCLASS,PRETTY DECENT,Action & Adventure,PRETTY DECENT,PRETTY DECENT,24,43,52
12485,222,NR,85.0,PRETTY DECENT,NOT POPULAR,Comedy,PRETTY DECENT,NOT POPULAR,6,8,6
12486,2518,NR,95.0,NOT THAT POPULAR,PRETTY DECENT,Mystery & Suspense,NOT THAT POPULAR,NOT THAT POPULAR,10,5,30
12487,15848,PG-13,102.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,PRETTY DECENT,PRETTY DECENT,10,0,31
12488,259,PG,99.0,PRETTY DECENT,PRETTY DECENT,Art House & International,NOT POPULAR,NOT POPULAR,8,0,18
12489,2104,NR,105.0,NOT THAT POPULAR,NOT THAT POPULAR,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,0,7,2
12490,2682,R,108.0,NOT THAT POPULAR,PRETTY DECENT,Action & Adventure,NOT THAT POPULAR,NOT THAT POPULAR,26,123,9
12491,2021,NR,91.0,SUPER POPULAR,PRETTY DECENT,Classics,PRETTY DECENT,PRETTY DECENT,2,13,2
12492,1642,NR,82.0,WORLDCLASS,NOT THAT POPULAR,Horror,PRETTY DECENT,NOT THAT POPULAR,0,2,7
12493,1293,PG-13,90.0,NOT THAT POPULAR,SUPER POPULAR,Documentary,PRETTY DECENT,NOT THAT POPULAR,22,29,13
12494,1113,R,94.0,PRETTY DECENT,NOT THAT POPULAR,Mystery & Suspense,NOT THAT POPULAR,NOT THAT POPULAR,8,4,22
12495,25980,PG-13,88.0,SUPER POPULAR,PRETTY DECENT,Comedy,POPULAR,PRETTY DECENT,8,2,25
12496,34655,PG,99.0,WORLDCLASS,POPULAR,Comedy,POPULAR,POPULAR,1,14,4
12499,5462,R,120.0,WORLDCLASS,POPULAR,Drama,POPULAR,POPULAR,13,46,4
12501,97,NR,106.0,WHO?,WHO?,Drama,NOT POPULAR,NOT POPULAR,5,19,6
12502,1070,NR,85.0,NOT THAT POPULAR,NOT THAT POPULAR,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,3,6,8
12503,106938,R,119.0,SUPER POPULAR,WORLDCLASS,Drama,SUPER POPULAR,POPULAR,48,143,69
12504,36406,R,115.0,POPULAR,SUPER POPULAR,Action & Adventure,SUPER POPULAR,SUPER POPULAR,24,10,57
12507,367,NR,139.0,WORLDCLASS,NOT POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,0,1,4
12511,4691,R,94.0,SUPER POPULAR,SUPER POPULAR,Drama,PRETTY DECENT,PRETTY DECENT,4,2,13
12512,2221,NR,155.0,WORLDCLASS,NOT THAT POPULAR,Classics,PRETTY DECENT,NOT THAT POPULAR,4,16,3
12515,4268,R,97.0,SUPER POPULAR,POPULAR,Comedy,NOT THAT POPULAR,PRETTY DECENT,1,5,1
12516,5404,R,78.0,NOT THAT POPULAR,POPULAR,Comedy,NOT THAT POPULAR,PRETTY DECENT,0,11,1
12518,259,R,90.0,NOT POPULAR,POPULAR,Documentary,NOT THAT POPULAR,NOT THAT POPULAR,2,6,1
12519,228300,PG,95.0,WORLDCLASS,SUPER POPULAR,Comedy,SUPER POPULAR,POPULAR,6,5,16
12520,16392,PG-13,100.0,WORLDCLASS,SUPER POPULAR,Comedy,SUPER POPULAR,POPULAR,50,128,70
12521,1021,PG,89.0,SUPER POPULAR,NOT THAT POPULAR,Art House & International,PRETTY DECENT,PRETTY DECENT,5,10,6
12522,301,NR,73.0,POPULAR,POPULAR,Comedy,NOT POPULAR,POPULAR,10,7,8
12523,97326,R,118.0,PRETTY DECENT,SUPER POPULAR,Action & Adventure,POPULAR,POPULAR,38,97,73
12524,530,NR,73.0,WORLDCLASS,NOT THAT POPULAR,Classics,NOT THAT POPULAR,PRETTY DECENT,2,6,1
12525,35054,PG-13,101.0,WORLDCLASS,SUPER POPULAR,Action & Adventure,SUPER POPULAR,POPULAR,31,16,104
